Set,Exercise Name,Time,Rest,Reps,Weight,Volume,SessionStart,LocalDate,Sport,File,FileBytes
16,Exercise None,01:05.7,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
17,Exercise None,00:27.3,,6,60 kg,360 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
18,Exercise None,01:09.8,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
19,Exercise None,00:28.1,,6,60 kg,360 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
20,Exercise None,01:55.0,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
21,Exercise None,00:27.6,,6,60 kg,360 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
22,Exercise None,01:09.4,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
23,Exercise None,00:20.1,,5,0 kg,0 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
24,Exercise None,01:03.3,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
25,Exercise None,00:22.2,,5,0 kg,0 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
26,Exercise None,01:06.9,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
27,Exercise None,00:22.2,,5,0 kg,0 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
28,Exercise None,01:13.1,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
29,Exercise None,00:29.8,,5,0 kg,0 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
30,Exercise None,02:07.5,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
31,Exercise None,00:23.6,,5,0 kg,0 kg,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
32,Exercise None,00:38.4,,,,,8/02/2022 5:36,8/02/2022,training,j.campton_123867517587.fit,30193
1,Exercise None,03:09.4,,18,0 kg,0 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
2,Exercise None,00:10.4,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
3,Exercise None,00:40.1,,10,20 kg,200 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
4,Exercise None,00:27.4,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
5,Exercise None,00:29.0,,5,40 kg,200 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
6,Exercise None,01:06.2,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
7,Exercise None,00:37.0,,5,70 kg,350 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
8,Exercise None,01:05.9,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
9,Exercise None,00:35.5,,5,70 kg,350 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
10,Exercise None,04:05.6,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
11,Exercise None,00:36.4,,5,70 kg,350 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
12,Exercise None,01:18.1,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
13,Exercise None,00:38.3,,5,70 kg,350 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
14,Exercise None,02:54.2,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
15,Exercise None,00:05.1,,10,40 kg,400 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
16,Exercise None,02:22.1,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
17,Exercise None,00:04.9,,4,70 kg,280 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
18,Exercise None,01:29.3,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
19,Exercise None,00:21.9,,4,70 kg,280 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
20,Exercise None,01:17.3,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
21,Exercise None,00:23.0,,4,70 kg,280 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
22,Exercise None,01:22.9,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
23,Exercise None,00:24.1,,4,70 kg,280 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
24,Exercise None,01:16.5,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
25,Exercise None,00:26.8,,5,20 kg,100 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
26,Exercise None,01:24.5,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
27,Exercise None,00:30.6,,5,20 kg,100 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
28,Exercise None,01:11.3,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
29,Exercise None,00:31.4,,5,20 kg,100 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
30,Exercise None,01:18.2,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
31,Exercise None,00:27.0,,5,20 kg,100 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
32,Exercise None,01:03.4,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
33,Exercise None,00:31.3,,5,20 kg,100 kg,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
34,Exercise None,00:06.9,,,,,10/02/2022 5:47,10/02/2022,training,j.campton_124122838973.fit,35440
1,Exercise None,05:24.0,,4,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
2,Exercise None,00:09.3,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
3,Exercise None,01:00.8,,10,20 kg,200 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
4,Exercise None,00:58.6,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
5,Exercise None,00:30.8,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
6,Exercise None,00:58.0,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
7,Exercise None,00:34.0,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
8,Exercise None,01:04.2,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
9,Exercise None,00:27.8,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
10,Exercise None,01:08.7,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
11,Exercise None,00:27.8,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
12,Exercise None,01:09.2,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
13,Exercise None,00:24.0,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
14,Exercise None,01:09.4,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
15,Exercise None,00:55.3,,10,30 kg,300 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
16,Exercise None,01:03.7,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
17,Exercise None,00:38.0,,6,60 kg,360 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
18,Exercise None,01:13.1,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
19,Exercise None,00:27.9,,3,95 kg,285 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
20,Exercise None,01:10.5,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
21,Exercise None,00:32.3,,3,95 kg,285 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
22,Exercise None,01:47.9,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
23,Exercise None,00:29.9,,3,95 kg,285 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
24,Exercise None,01:19.6,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
25,Exercise None,00:28.1,,3,95 kg,285 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
26,Exercise None,01:27.0,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
27,Exercise None,00:26.4,,3,95 kg,285 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
28,Exercise None,01:13.0,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
29,Exercise None,00:30.2,,3,95 kg,285 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
30,Exercise None,01:47.7,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
31,Exercise None,00:42.0,,10,20 kg,200 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
32,Exercise None,00:57.6,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
33,Exercise None,00:28.7,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
34,Exercise None,00:56.1,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
35,Exercise None,00:31.0,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
36,Exercise None,00:53.9,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
37,Exercise None,00:32.2,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
38,Exercise None,01:32.9,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
39,Exercise None,00:27.3,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
40,Exercise None,00:43.2,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
41,Exercise None,00:31.5,,5,30 kg,150 kg,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
42,Exercise None,00:04.0,,,,,12/02/2022 23:52,12/02/2022,training,j.campton_124498584887.fit,38036
1,Exercise None,05:43.4,,45,0 kg,0 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
2,Exercise None,00:23.6,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
3,Exercise None,00:46.8,,10,20 kg,200 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
4,Exercise None,01:21.8,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
5,Exercise None,00:43.4,,6,60 kg,360 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
6,Exercise None,01:07.7,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
7,Exercise None,00:44.8,,6,60 kg,360 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
8,Exercise None,01:08.9,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
9,Exercise None,00:42.0,,6,60 kg,360 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
10,Exercise None,01:23.6,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
11,Exercise None,00:28.3,,10,20 kg,200 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
12,Exercise None,01:04.0,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
13,Exercise None,00:28.3,,6,60 kg,360 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
14,Exercise None,01:14.2,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
15,Exercise None,00:32.4,,6,60 kg,360 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
16,Exercise None,01:19.6,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
17,Exercise None,00:30.8,,6,60 kg,360 kg,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
18,Exercise None,01:14.1,,,,,4/04/2022 7:34,4/04/2022,training,j.campton_131301551636.fit,22852
1,Exercise None,08:29.7,,27,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
2,Exercise None,00:51.1,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
3,Exercise None,01:07.3,,7,20 kg,140 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
4,Exercise None,01:06.8,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
5,Exercise None,00:50.5,,7,20 kg,140 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
6,Exercise None,01:20.7,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
7,Exercise None,00:55.0,,6,20 kg,120 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
8,Exercise None,01:04.7,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
9,Exercise None,00:54.0,,6,20 kg,120 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
10,Exercise None,01:01.1,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
11,Exercise None,00:46.8,,10,20 kg,200 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
12,Exercise None,01:02.9,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
13,Exercise None,00:40.6,,10,20 kg,200 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
14,Exercise None,00:52.4,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
15,Exercise None,00:43.3,,10,20 kg,200 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
16,Exercise None,00:46.0,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
17,Exercise None,00:42.7,,10,20 kg,200 kg,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
18,Exercise None,03:13.8,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
19,Exercise None,01:16.6,,5,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
20,Exercise None,00:14.7,,,,,6/04/2022 7:23,6/04/2022,training,j.campton_131644520866.fit,29678
1,Exercise None,10:40.0,,8,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
2,Exercise None,00:08.1,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
3,Exercise None,00:46.7,,10,20 kg,200 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
4,Exercise None,01:48.6,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
5,Exercise None,00:15.9,,4,45 kg,180 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
6,Exercise None,02:38.8,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
7,Exercise None,00:23.5,,3,45 kg,135 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
8,Exercise None,01:03.2,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
9,Exercise None,00:24.0,,3,45 kg,135 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
10,Exercise None,01:02.9,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
11,Exercise None,00:23.9,,3,45 kg,135 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
12,Exercise None,01:00.7,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
13,Exercise None,00:23.5,,3,45 kg,135 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
14,Exercise None,01:01.8,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
15,Exercise None,00:25.4,,3,45 kg,135 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
16,Exercise None,01:44.4,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
17,Exercise None,00:40.9,,5,50 kg,250 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
18,Exercise None,01:01.4,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
19,Exercise None,00:33.9,,3,70 kg,210 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
20,Exercise None,01:02.5,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
21,Exercise None,00:32.9,,3,70 kg,210 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
22,Exercise None,01:01.3,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
23,Exercise None,00:34.8,,3,70 kg,210 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
24,Exercise None,01:30.0,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
25,Exercise None,00:34.0,,3,70 kg,210 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
26,Exercise None,00:57.0,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
27,Exercise None,00:34.7,,3,70 kg,210 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
28,Exercise None,01:00.2,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
29,Exercise None,00:33.6,,3,70 kg,210 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
30,Exercise None,02:23.5,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
31,Exercise None,00:50.5,,10,50 kg,500 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
32,Exercise None,02:07.4,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
33,Exercise None,00:32.0,,3,95 kg,285 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
34,Exercise None,01:00.6,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
35,Exercise None,00:35.0,,3,95 kg,285 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
36,Exercise None,01:16.7,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
37,Exercise None,00:31.4,,3,95 kg,285 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
38,Exercise None,01:00.4,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
39,Exercise None,00:27.0,,3,95 kg,285 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
40,Exercise None,01:04.0,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
41,Exercise None,00:29.3,,3,95 kg,285 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
42,Exercise None,00:53.7,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
43,Exercise None,00:28.2,,3,95 kg,285 kg,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
44,Exercise None,00:05.0,,,,,19/05/2022 6:34,19/05/2022,training,j.campton_137572962196.fit,45937
1,Exercise None,05:56.2,,21,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
2,Exercise None,00:51.1,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
3,Exercise None,00:50.6,,5,20 kg,100 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
4,Exercise None,01:18.3,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
5,Exercise None,00:43.7,,5,50 kg,250 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
6,Exercise None,01:19.7,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
7,Exercise None,00:45.7,,5,50 kg,250 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
8,Exercise None,01:01.3,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
9,Exercise None,00:48.6,,5,50 kg,250 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
10,Exercise None,00:50.9,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
11,Exercise None,00:46.2,,5,50 kg,250 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
12,Exercise None,01:04.2,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
13,Exercise None,00:44.2,,5,50 kg,250 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
14,Exercise None,01:43.6,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
15,Exercise None,00:49.6,,10,20 kg,200 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
16,Exercise None,00:54.0,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
17,Exercise None,00:34.3,,5,35 kg,175 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
18,Exercise None,00:59.0,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
19,Exercise None,00:36.1,,5,35 kg,175 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
20,Exercise None,01:17.8,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
21,Exercise None,00:35.3,,5,35 kg,175 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
22,Exercise None,00:53.8,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
23,Exercise None,00:42.4,,5,35 kg,175 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
24,Exercise None,01:04.7,,,,,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
25,Exercise None,01:17.2,,5,35 kg,175 kg,25/05/2022 6:44,25/05/2022,training,j.campton_138430342225.fit,36927
